SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,PredictedChurnProb,PredictedChurn,PredictedChurnLabel,RevenueAtRisk,ActualChurn,CorrectPrediction,Contract,InternetService,PaymentMethod,ChurnRiskBucket,ChurnRiskOrder
1,0,0,50,1,1,1,1,0,0,0,0,1,83.4,4113.7,0.5173264882068838,0,No,43.15,0,Correct,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,1,0,24,1,0,0,0,0,0,0,0,0,20.4,482.8,0.025721715072878935,0,No,0.52,0,Correct,One Year,No,Credit Card (Auto),Low Risk,0
0,0,0,35,1,1,1,0,1,1,1,1,1,85.95,3110.1,0.19239148621751023,0,No,16.54,1,Wrong,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
1,1,0,4,1,0,0,0,0,0,0,0,1,70.2,280.35,0.7854656904005897,1,Yes,55.14,0,Wrong,One Year,Fiber optic,Electronic Check,High Risk,2
0,0,0,1,1,0,0,0,0,0,0,0,1,20.2,20.2,0.7480636079712154,1,Yes,15.11,1,Correct,One Year,No,Mailed Check,High Risk,2
1,1,0,10,1,0,1,0,0,0,0,0,0,75.3,720.45,0.5242552497078137,0,No,39.48,0,Correct,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,1,1,69,1,1,0,0,1,0,1,1,1,99.45,7007.6,0.3967127075735907,0,No,39.45,1,Wrong,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,0,0,22,1,0,0,0,0,0,0,0,0,20.85,450.65,0.07969325107733131,0,No,1.66,0,Correct,One Year,No,Credit Card (Auto),Low Risk,0
1,1,0,37,1,1,0,0,0,0,0,0,1,76.5,2868.15,0.6880414999026274,1,Yes,52.64,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
0,0,0,41,1,0,0,0,0,0,0,0,0,20.15,802.35,0.008601565506780161,0,No,0.17,0,Correct,Two Year,No,Mailed Check,Low Risk,0
0,1,1,25,1,0,0,0,0,0,0,0,1,18.7,383.65,0.010475654276881345,0,No,0.2,0,Correct,Two Year,No,Mailed Check,Low Risk,0
0,0,0,21,1,0,0,0,1,0,0,1,0,61.65,1393.6,0.21510313103463288,0,No,13.26,0,Correct,One Year,Fiber optic,Mailed Check,Low Risk,0
0,0,1,1,1,0,0,0,0,0,0,0,1,71.65,71.65,0.8993975728680038,1,Yes,64.44,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
0,0,0,24,0,0,1,0,0,0,1,1,1,50.6,1288.75,0.2382658434216986,0,No,12.06,0,Correct,One Year,Fiber optic,Mailed Check,Low Risk,0
0,0,0,3,1,0,0,1,0,0,1,0,0,83.75,247.25,0.7273012036751882,1,Yes,60.91,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
1,1,0,27,1,0,1,0,1,0,1,1,1,101.25,2754.45,0.6026539314917576,1,Yes,61.02,1,Correct,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,1,0,71,1,1,0,0,1,1,1,1,1,80.45,5662.25,0.031807714694399386,0,No,2.56,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,1,1,0,0,0,0,0,0,0,0,20.5,20.5,0.4870686899356327,0,No,9.98,0,Correct,One Year,No,Mailed Check,Medium Risk,1
0,1,1,72,1,1,1,1,1,1,1,1,0,90.95,6652.45,0.005796890744497841,0,No,0.53,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,0,72,1,1,0,1,1,1,1,1,0,109.15,7789.6,0.3488746408279113,0,No,38.08,0,Correct,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,0,0,1,1,0,1,0,0,0,0,0,1,49.8,49.8,0.6716693484509726,1,Yes,33.45,0,Wrong,One Year,Fiber optic,Credit Card (Auto),High Risk,2
1,1,1,34,1,1,0,1,1,1,1,1,1,108.9,3625.2,0.48972427855831546,0,No,53.33,0,Correct,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,1,0,61,1,0,1,1,0,1,1,1,1,81.05,4747.65,0.030901948702834633,0,No,2.5,0,Correct,Two Year,Fiber optic,Mailed Check,Low Risk,0
0,1,1,71,1,1,1,0,1,0,1,1,0,105.55,7405.5,0.12823901616964284,0,No,13.54,0,Correct,Two Year,Fiber optic,Electronic Check,Low Risk,0
0,1,1,67,0,0,1,1,0,0,0,0,0,36.15,2434.45,0.019676300021199817,0,No,0.71,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,39,1,0,0,0,0,0,0,0,0,20.7,762.45,0.015192075754676411,0,No,0.31,0,Correct,Two Year,No,Credit Card (Auto),Low Risk,0
0,0,1,15,1,0,0,0,0,0,0,0,0,19.65,270.6,0.058362356551054685,0,No,1.15,0,Correct,One Year,No,Mailed Check,Low Risk,0
0,0,0,2,1,0,0,0,0,0,0,1,1,80.95,171.15,0.8787283485587959,1,Yes,71.13,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
1,0,0,24,1,1,0,0,0,0,0,0,1,76.1,1712.7,0.6772754661937637,1,Yes,51.54,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
0,0,1,69,1,1,1,1,1,1,1,0,1,79.45,5502.55,0.048316509425600736,0,No,3.84,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,51,1,1,0,0,0,0,0,0,1,24.6,1266.4,0.028551490968674743,0,No,0.7,0,Correct,One Year,No,Credit Card (Auto),Low Risk,0
0,0,0,71,1,1,0,1,1,1,1,1,1,111.25,7984.15,0.09310308780480268,0,No,10.36,0,Correct,Two Year,Fiber optic,Electronic Check,Low Risk,0
0,0,0,4,1,0,0,0,0,0,0,0,1,19.95,59.25,0.29613509768689306,0,No,5.91,0,Correct,One Year,No,Mailed Check,Low Risk,0
0,1,1,24,1,0,0,0,0,0,0,0,0,19.7,452.55,0.007958027841596257,0,No,0.16,0,Correct,Two Year,No,Mailed Check,Low Risk,0
0,0,1,3,1,1,0,0,0,0,0,0,1,26.4,121.25,0.11318930454570544,0,No,2.99,0,Correct,Two Year,No,Mailed Check,Low Risk,0
0,0,0,2,1,0,0,0,0,0,0,0,0,45.35,89.5,0.765015769666015,1,Yes,34.69,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
1,1,0,69,1,1,0,1,0,1,1,1,0,105.4,6998.95,0.1605197977255372,0,No,16.92,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,67,1,0,0,0,0,0,0,0,0,19.95,1311.75,0.015544290579258473,0,No,0.31,0,Correct,Two Year,No,Credit Card (Auto),Low Risk,0
1,0,0,63,1,1,1,1,1,0,1,1,1,109.4,7031.45,0.33151414785091965,0,No,36.27,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,6,1,0,0,0,0,0,0,0,1,69.1,435.0,0.6833120738648704,1,Yes,47.22,0,Wrong,One Year,Fiber optic,Electronic Check,High Risk,2
0,1,0,70,1,1,0,0,1,0,1,1,1,97.65,6982.5,0.4649194783039979,0,No,45.4,0,Correct,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,0,0,52,1,0,0,0,0,0,0,0,0,20.65,1022.95,0.03445203240272422,0,No,0.71,0,Correct,One Year,No,Mailed Check,Low Risk,0
0,1,0,21,0,0,1,0,0,0,0,0,0,28.5,629.35,0.34207719374653905,0,No,9.75,0,Correct,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,1,1,34,1,0,0,0,1,0,1,0,1,84.05,2909.95,0.5099449836632138,0,No,42.86,0,Correct,One Year,Fiber optic,Mailed Check,Medium Risk,1
0,0,0,22,1,1,0,0,0,0,1,0,1,84.15,1821.95,0.6316398865202987,1,Yes,53.15,0,Wrong,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
1,0,0,16,1,0,0,0,0,0,0,0,0,69.65,1043.3,0.5758063526516495,1,Yes,40.1,0,Wrong,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,0,0,53,1,0,0,1,0,1,0,0,1,80.6,4348.1,0.238378861662249,0,No,19.21,0,Correct,One Year,Fiber optic,Mailed Check,Low Risk,0
0,1,0,63,1,0,1,0,1,0,0,0,1,81.15,5224.5,0.1395806581595479,0,No,11.33,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
1,0,0,30,1,1,0,1,0,0,1,1,1,99.7,2967.35,0.7944626689979529,1,Yes,79.21,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
0,1,1,64,1,1,0,0,1,0,0,1,0,90.25,5629.15,0.163450383560261,0,No,14.75,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,43,0,0,0,0,1,1,0,1,0,44.15,1931.3,0.08958223030464564,0,No,3.96,0,Correct,One Year,Fiber optic,Electronic Check,Low Risk,0
1,1,0,54,1,1,0,1,1,1,1,1,1,110.45,6077.75,0.30569864071000136,0,No,33.76,0,Correct,Two Year,Fiber optic,Electronic Check,Low Risk,0
0,0,0,2,1,0,0,0,0,0,0,1,0,80.75,159.45,0.8627101926084704,1,Yes,69.66,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
0,0,0,7,1,1,1,0,0,0,0,0,1,79.65,604.7,0.5528673301678615,0,No,44.04,1,Wrong,One Year,Fiber optic,Mailed Check,Medium Risk,1
0,0,0,2,1,0,0,0,0,0,0,0,1,69.8,146.65,0.7594711967307611,1,Yes,53.01,0,Wrong,One Year,Fiber optic,Electronic Check,High Risk,2
1,0,0,1,1,0,0,0,0,0,0,0,0,45.2,45.2,0.7970450077120126,1,Yes,36.03,0,Wrong,One Year,Fiber optic,Electronic Check,High Risk,2
0,0,1,13,1,0,0,0,0,0,1,0,1,78.3,1033.95,0.6645519153334541,1,Yes,52.03,0,Wrong,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,1,0,71,1,1,1,0,1,0,1,1,1,104.1,7412.25,0.26910308575985764,0,No,28.01,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
1,0,0,24,1,1,0,1,0,0,0,0,0,54.8,1291.3,0.26201091441239815,0,No,14.36,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,0,71,1,1,0,0,0,0,0,0,0,25.0,1753.0,0.0041513895811389765,0,No,0.1,0,Correct,Two Year,No,Credit Card (Auto),Low Risk,0
0,0,0,59,1,1,1,1,1,1,0,1,0,79.85,4786.1,0.12794614132469773,0,No,10.22,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,1,1,0,0,0,0,0,0,0,0,20.1,20.1,0.5051329014291087,0,No,10.15,1,Wrong,One Year,No,Mailed Check,Medium Risk,1
1,0,0,1,1,1,0,0,0,0,0,1,1,85.05,85.05,0.9603126284398921,1,Yes,81.67,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
0,1,1,44,1,0,0,0,0,0,0,0,0,20.0,860.85,0.04065493150057936,0,No,0.81,0,Correct,One Year,No,Credit Card (Auto),Low Risk,0
0,0,0,3,1,1,0,0,0,0,0,0,0,74.4,215.8,0.8105912994724062,1,Yes,60.31,1,Correct,One Year,Fiber optic,Credit Card (Auto),High Risk,2
0,1,1,23,0,0,1,0,0,1,0,0,0,34.6,813.45,0.06377746023035401,0,No,2.21,0,Correct,Two Year,Fiber optic,Mailed Check,Low Risk,0
1,1,0,51,1,1,1,0,0,0,0,0,1,77.5,3807.35,0.5579520601227536,0,No,43.24,1,Wrong,One Year,Fiber optic,Electronic Check,Medium Risk,1
1,0,0,2,0,0,0,0,1,0,0,0,1,30.4,78.65,0.8547403823466705,1,Yes,25.98,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
0,1,1,9,1,0,0,0,0,0,0,0,0,20.35,191.1,0.012037173158359398,0,No,0.24,0,Correct,Two Year,No,Mailed Check,Low Risk,0
0,0,1,11,1,0,0,0,0,0,0,0,0,19.7,216.2,0.28162081797877747,0,No,5.55,0,Correct,One Year,No,Credit Card (Auto),Low Risk,0
1,1,0,62,1,1,0,1,1,0,1,0,1,97.95,5936.55,0.23601662838857662,0,No,23.12,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,0,11,1,0,0,0,0,0,0,0,1,20.55,184.95,0.08371975119377618,0,No,1.72,0,Correct,One Year,No,Mailed Check,Low Risk,0
0,1,1,71,1,1,0,0,0,0,0,0,0,24.7,1810.55,0.0018939643759218693,0,No,0.05,0,Correct,Two Year,No,Credit Card (Auto),Low Risk,0
1,0,0,2,1,0,0,0,0,0,0,0,1,70.2,115.95,0.7608735086687487,1,Yes,53.41,1,Correct,One Year,Fiber optic,Credit Card (Auto),High Risk,2
0,0,0,23,1,0,0,0,0,0,0,0,1,19.5,470.2,0.08433159462345424,0,No,1.64,0,Correct,One Year,No,Mailed Check,Low Risk,0
0,0,0,24,1,1,0,0,0,1,0,0,0,54.6,1242.25,0.1279779896814422,0,No,6.99,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,0,68,1,1,1,1,1,1,1,1,0,114.9,7843.55,0.12794697313102185,0,No,14.7,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,8,1,0,0,0,0,0,0,0,1,20.7,137.6,0.14787848420271021,0,No,3.06,0,Correct,One Year,No,Mailed Check,Low Risk,0
0,1,1,34,0,0,1,0,0,0,0,0,0,30.4,938.65,0.18360975425200793,0,No,5.58,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
1,0,0,5,1,0,0,0,1,0,0,0,1,75.55,349.65,0.7396956859553765,1,Yes,55.88,1,Correct,One Year,Fiber optic,Credit Card (Auto),High Risk,2
0,0,0,4,1,0,0,0,1,1,0,1,1,90.4,356.65,0.7951108585214173,1,Yes,71.88,0,Wrong,One Year,Fiber optic,Electronic Check,High Risk,2
0,0,0,54,1,0,1,1,0,0,1,1,1,100.05,5299.65,0.3558137505986227,0,No,35.6,0,Correct,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
1,1,0,62,1,1,0,1,1,0,1,1,1,103.75,6383.35,0.5176275343401375,0,No,53.7,1,Wrong,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,0,0,15,1,0,0,0,1,0,0,1,1,59.45,892.65,0.4081397422089056,0,No,24.26,1,Wrong,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,1,1,45,1,1,0,0,0,0,0,0,1,25.9,1216.6,0.07619847120001652,0,No,1.97,0,Correct,One Year,No,Credit Card (Auto),Low Risk,0
0,0,0,9,1,0,0,0,0,0,0,0,0,70.05,657.5,0.5369378721441085,0,No,37.61,0,Correct,One Year,Fiber optic,Mailed Check,Medium Risk,1
0,0,0,44,1,0,0,0,1,1,1,1,0,100.1,4378.35,0.07587179541230013,0,No,7.59,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,1,64,0,0,1,0,1,1,1,1,1,60.05,3845.45,0.009744922478389591,0,No,0.59,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,4,1,1,0,1,0,1,0,1,1,93.5,362.2,0.8036458269027166,1,Yes,75.14,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
0,1,0,44,1,0,1,1,1,0,0,0,1,61.5,2722.2,0.07029480039738076,0,No,4.32,0,Correct,One Year,Fiber optic,Mailed Check,Low Risk,0
0,0,0,53,1,0,0,0,0,0,0,0,0,19.85,1049.6,0.08207360199357813,0,No,1.63,0,Correct,Two Year,No,Credit Card (Auto),Low Risk,0
1,1,1,72,1,1,1,1,1,1,1,1,0,92.45,6440.25,0.07102098923729391,0,No,6.57,1,Wrong,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,0,12,1,0,0,0,1,1,1,1,1,74.15,741.4,0.47785954675882736,0,No,35.43,0,Correct,One Year,Fiber optic,Electronic Check,Medium Risk,1
1,0,0,16,1,1,0,0,0,0,1,1,1,96.4,1581.2,0.868725755353338,1,Yes,83.75,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
0,1,1,48,1,0,0,0,0,0,0,0,0,20.0,935.9,0.002186704222262872,0,No,0.04,0,Correct,Two Year,No,Mailed Check,Low Risk,0
0,0,0,35,1,0,1,1,1,0,0,0,0,61.2,2021.2,0.07225366139013292,0,No,4.42,0,Correct,One Year,Fiber optic,Mailed Check,Low Risk,0
0,0,0,24,1,1,0,0,0,0,0,0,0,24.6,592.65,0.13931812459755807,0,No,3.43,0,Correct,One Year,No,Electronic Check,Low Risk,0
0,1,0,61,1,1,0,1,0,1,1,0,1,94.1,5638.3,0.1477325396146358,0,No,13.9,1,Wrong,Two Year,Fiber optic,Electronic Check,Low Risk,0
0,1,0,71,1,1,1,1,1,0,1,0,1,99.0,6994.6,0.0999288561138035,0,No,9.89,0,Correct,Two Year,Fiber optic,Electronic Check,Low Risk,0
1,0,0,45,1,0,1,0,1,0,0,1,0,62.7,2791.5,0.11304808227236011,0,No,7.09,1,Wrong,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,3,0,0,0,0,0,0,0,0,0,25.25,58.9,0.7182969513102526,1,Yes,18.14,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
1,1,0,50,1,1,0,1,1,0,1,0,1,95.05,4888.7,0.6294962346814821,1,Yes,59.83,1,Correct,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,0,0,5,1,0,0,1,0,1,0,1,1,65.6,339.9,0.40270316535115586,0,No,26.42,0,Correct,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,0,0,72,1,1,0,1,1,0,1,1,1,103.65,7634.8,0.3161142586065428,0,No,32.77,0,Correct,Two Year,Fiber optic,Electronic Check,Low Risk,0
0,0,0,19,1,0,0,0,1,1,1,0,0,89.95,1682.4,0.36676305264755216,0,No,32.99,0,Correct,One Year,Fiber optic,Mailed Check,Medium Risk,1
0,0,0,5,1,0,0,0,0,1,0,1,1,85.4,425.9,0.6276979245060985,1,Yes,53.61,1,Correct,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
1,1,0,64,1,1,0,1,1,0,0,1,1,94.25,6081.4,0.559946592543326,0,No,52.77,0,Correct,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,0,0,50,1,0,0,0,0,0,0,0,0,20.15,989.05,0.037533559920982264,0,No,0.76,0,Correct,One Year,No,Credit Card (Auto),Low Risk,0
0,0,0,11,0,0,0,0,1,0,1,0,1,41.6,470.6,0.46457914714224285,0,No,19.33,1,Wrong,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,0,0,19,1,1,0,0,0,0,1,1,0,69.6,1394.55,0.24270800460132735,0,No,16.89,0,Correct,One Year,Fiber optic,Mailed Check,Low Risk,0
0,0,0,34,1,1,0,1,1,0,1,1,1,106.35,3549.25,0.7123685104151484,1,Yes,75.76,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
0,0,0,48,1,1,0,0,0,0,0,0,0,25.05,1171.5,0.11677647740427254,0,No,2.93,0,Correct,One Year,No,Credit Card (Auto),Low Risk,0
0,1,1,2,1,1,1,0,0,0,0,0,0,56.7,113.55,0.48512340181515223,0,No,27.51,1,Wrong,One Year,Fiber optic,Mailed Check,Medium Risk,1
1,1,0,25,1,1,1,0,0,1,1,0,1,69.5,1752.65,0.18086165508441274,0,No,12.57,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,1,70,1,1,1,1,0,0,1,0,1,97.55,6669.05,0.3058980692092196,0,No,29.84,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,1,22,1,1,0,1,0,0,1,0,1,89.1,1949.4,0.5415272051743978,0,No,48.25,0,Correct,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,0,0,18,1,1,0,0,0,0,0,0,0,74.15,1387.0,0.47787767931139086,0,No,35.43,0,Correct,One Year,Fiber optic,Mailed Check,Medium Risk,1
0,0,0,21,1,1,0,0,0,0,0,0,1,73.7,1558.7,0.6761153331151354,1,Yes,49.83,0,Wrong,One Year,Fiber optic,Electronic Check,High Risk,2
0,1,1,67,1,1,1,0,1,1,1,1,1,108.75,7156.2,0.19517463500013035,0,No,21.23,1,Wrong,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,0,64,1,0,0,0,0,0,0,0,0,19.45,1208.6,0.008927269175377369,0,No,0.17,0,Correct,Two Year,No,Credit Card (Auto),Low Risk,0
0,0,0,66,1,1,0,1,0,1,1,1,1,104.25,6860.6,0.5655852807008217,0,No,58.96,0,Correct,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,0,0,17,1,0,0,0,0,0,0,0,0,19.4,358.05,0.03422814339472715,0,No,0.66,0,Correct,Two Year,No,Mailed Check,Low Risk,0
0,0,0,42,1,0,0,1,0,0,0,0,1,49.55,2077.95,0.3908037857485712,0,No,19.36,0,Correct,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,1,0,5,1,0,0,0,0,0,0,0,1,68.95,351.5,0.6857106038138291,1,Yes,47.28,0,Wrong,One Year,Fiber optic,Electronic Check,High Risk,2
0,0,0,4,1,0,0,1,1,1,1,1,1,105.65,443.9,0.4662671208676339,0,No,49.26,1,Wrong,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,0,0,10,1,0,0,0,1,0,1,1,1,94.9,1048.85,0.8659132524162054,1,Yes,82.18,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
0,0,0,5,1,0,0,0,0,0,0,0,0,20.65,93.55,0.270104130675861,0,No,5.58,0,Correct,One Year,No,Credit Card (Auto),Low Risk,0
0,0,1,1,1,1,0,0,0,0,1,1,1,93.3,93.3,0.8916374574871142,1,Yes,83.19,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
0,1,1,37,1,1,1,0,1,1,0,0,1,62.8,2278.75,0.05996268054209279,0,No,3.77,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,31,1,1,0,1,0,0,0,0,1,81.15,2640.55,0.6706804345198514,1,Yes,54.43,0,Wrong,One Year,Fiber optic,Electronic Check,High Risk,2
0,0,0,4,1,1,0,0,0,0,0,0,1,75.65,302.35,0.8801585953853229,1,Yes,66.58,0,Wrong,One Year,Fiber optic,Electronic Check,High Risk,2
0,0,1,50,1,0,1,0,1,1,1,0,1,70.8,3478.15,0.05883707642955066,0,No,4.17,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,2,1,0,0,0,0,0,1,0,0,79.0,143.65,0.8524873750093542,1,Yes,67.35,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
0,0,0,34,1,0,1,1,0,0,0,0,0,55.0,1885.15,0.05369930657312561,0,No,2.95,0,Correct,One Year,Fiber optic,Mailed Check,Low Risk,0
1,0,0,5,1,0,0,0,0,0,1,1,1,91.4,449.75,0.8886237598870007,1,Yes,81.22,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
1,0,0,7,1,0,0,0,0,0,1,1,1,89.15,574.35,0.8873616109631007,1,Yes,79.11,0,Wrong,One Year,Fiber optic,Electronic Check,High Risk,2
1,0,0,9,1,1,0,0,1,0,1,0,1,90.1,816.8,0.8537315997290221,1,Yes,76.92,0,Wrong,One Year,Fiber optic,Electronic Check,High Risk,2
0,1,0,72,1,1,0,1,1,1,1,1,1,85.15,6316.2,0.027093861671865983,0,No,2.31,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,1,17,1,1,1,0,1,0,1,0,1,70.35,1201.65,0.18601089919592378,0,No,13.09,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
1,0,0,8,1,1,0,0,0,0,0,1,0,85.2,695.75,0.8679508688366281,1,Yes,73.95,0,Wrong,One Year,Fiber optic,Electronic Check,High Risk,2
0,0,1,44,1,0,0,0,0,0,0,0,0,19.55,819.95,0.09083938677674144,0,No,1.78,0,Correct,Two Year,No,Credit Card (Auto),Low Risk,0
0,0,0,31,1,1,1,0,1,1,0,0,0,65.25,1994.3,0.13462531637451847,0,No,8.78,1,Wrong,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,0,58,1,1,1,0,0,1,0,1,1,68.4,3972.25,0.1465136854740513,0,No,10.02,0,Correct,One Year,Fiber optic,Electronic Check,Low Risk,0
1,1,0,54,1,1,0,0,1,0,1,1,1,99.05,5295.7,0.5701493492318123,0,No,56.47,0,Correct,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,1,1,72,1,1,1,1,0,1,0,0,0,66.75,4760.3,0.03588033513659928,0,No,2.4,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,12,1,1,0,1,0,0,1,0,1,89.75,1052.4,0.8302732604226055,1,Yes,74.52,1,Correct,One Year,Fiber optic,Credit Card (Auto),High Risk,2
0,1,0,26,1,1,1,1,1,1,1,1,1,90.1,2312.55,0.21100406677942415,0,No,19.01,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,1,43,0,0,0,1,0,0,0,0,0,29.3,1224.05,0.27897152885330767,0,No,8.17,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,6,1,0,0,0,0,0,0,0,0,20.0,109.2,0.2893371611185005,0,No,5.79,0,Correct,One Year,No,Mailed Check,Low Risk,0
0,0,0,2,1,0,0,0,0,0,0,0,1,67.75,116.65,0.7565559206512681,1,Yes,51.26,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
1,1,0,55,1,0,0,0,1,1,1,0,0,88.8,4805.3,0.06995580854354774,0,No,6.21,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,42,1,1,1,1,1,0,0,1,1,99.0,4298.45,0.3997164112754995,0,No,39.57,0,Correct,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,1,1,58,1,1,0,1,1,0,1,1,1,105.2,6225.4,0.4002290242259698,0,No,42.1,0,Correct,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
1,0,0,2,1,1,0,0,0,0,1,1,1,94.0,181.7,0.9552204031758145,1,Yes,89.79,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
0,1,1,72,1,1,1,1,0,1,0,1,1,97.75,6991.6,0.05155683350660838,0,No,5.04,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,0,60,1,0,0,1,0,0,1,1,1,94.4,5610.25,0.39209364241663286,0,No,37.01,1,Wrong,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,0,0,11,1,0,0,0,0,0,0,0,0,45.2,492.0,0.49023450892008014,0,No,22.16,0,Correct,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
1,1,0,54,1,0,0,0,0,0,0,0,1,18.95,1031.1,0.02252939115228608,0,No,0.43,0,Correct,Two Year,No,Mailed Check,Low Risk,0
0,1,0,60,1,1,0,1,0,0,1,1,1,99.8,5985.75,0.6669440073031798,1,Yes,66.56,0,Wrong,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,1,1,42,1,0,0,0,0,0,0,0,0,19.35,867.3,0.00917842263687157,0,No,0.18,0,Correct,Two Year,No,Mailed Check,Low Risk,0
1,0,0,45,1,1,0,0,1,0,1,1,1,100.15,4459.8,0.46166610114628137,0,No,46.24,0,Correct,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,1,1,69,1,0,1,1,1,0,0,0,1,59.75,4069.9,0.02707798916688768,0,No,1.62,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
